id,district,name,surname,party,alliance,status_change,isMilletvekili,profession,title,platform,political_stance,bsky_handle,bsky_displayName,bsky_match_note,bsky_match_status,bsky_description,bsky_best_score,bsky_source
119,Bayburt,Orhan,Ateş,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
120,Bilecik,Halil,Eldemir,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
121,Bilecik,Yaşar,Tüzün,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
122,Bingöl,Feyzi,Berdibek,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
123,Bingöl,Zeki,Korkutata,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
124,Bingöl,Ömer Faruk,Hülakü,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
125,Bitlis,Hüseyin,Olan,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
126,Bitlis,Semra,Çağlar Gökalp,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
127,Bitlis,Turan,Bedirhanoğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
128,Bolu,Yüksel,Coşkunyürek,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
129,Bolu,Türker,Ateş,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
130,Bolu,İsmail,Akgül,Bağımsız,,Milliyetçi Hareket Partisi,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
131,Burdur,Adem,Korkmaz,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
132,Burdur,Mustafa,Oğuz,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,mustafaoguz33.bsky.social,Mustafa Oğuz,no candidates,ok,"Sanatçı, edebiyat ve resim ilgi alanında. Öyküler, kitaplar ve iyi insanlar.",9.0,auto
133,Burdur,İzzet,Akbulut,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
134,Bursa (I),Efkan,Ala,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
135,Bursa (I),Refik,Özen,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
136,Bursa (I),Ahmet,Kılıç,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,ahmetkllc.bsky.social,Ahmet kılıç,no candidates,ok,FENERBAHÇE,9.0,auto
137,Bursa (I),Emine,Yavuz Gözgeç,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
138,Bursa (I),Mustafa,Yavuz,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,"Biology, Biophilosophy & History of Biology  
Biyoloji, Biyofelsefe ve Biyoloji Tarihi  
#biophil #philbio #histbio #lichens #botany #HPBio #biophilosophy
PhD^2",999.0,manual
139,Bursa (I),Kayıhan,Pala,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,kayihanpala.bsky.social,"Kayıhan Pala, Prof.Dr. - MD",no candidates,ok," CHP Bursa Milletvekili | Member of Parliament for Bursa, Turkiye


Bilgilendirme amacıyla TBMM ekibi tarafından oluşturulan hesaptır.

emektup: kayihan.pala@tbmm.gov.tr 
Telefon: 0 312 420 61 04 -05
https://www.youtube.com/@palakayihan",9.0,auto
140,Bursa (I),Nurhayat,Altaca Kayışoğlu,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
141,Bursa (I),Mehmet,Atmaca,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
142,Bursa (I),İsmet,Büyükataman,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
143,Bursa (I),Yüksel Selçuk,Türkoğlu,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,,999.0,manual
144,Bursa (II),Mustafa,Varank,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
145,Bursa (II),Ayhan,Salman,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
146,Bursa (II),Osman,Mesten,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
147,Bursa (II),Emel,Gözükara Durmaz,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
148,Bursa (II),Muhammet Müfit,Aydın,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
149,Bursa (II),Hasan,Öztürk,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,mvhasanozturk.bsky.social,Hasan Öztürk,no candidates,ok,CHP Bursa Milletvekili,9.0,auto
150,Bursa (II),Cemalettin Kani,Torun,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
151,Bursa (II),Orhan,Sarıbal,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,orhansaribal.bsky.social,Orhan Sarıbal,no candidates,ok,Çiftçi • CHP Bursa Milletvekili & PM Üyesi • Ziraat Mühendisi 📷: http://rb.gy/aj35k - 📧: orhan.saribal@tbmm.gov.tr,9.0,auto
152,Bursa (II),Fevzi,Zırhlıoğlu,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
153,Bursa (II),Hasan,Toktaş,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,,999.0,manual
154,Çanakkale,İsmet,Güneşhan,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
155,Çanakkale,Özgür,Ceylan,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,ozgurceylanchp.bsky.social,Özgür CEYLAN,score=10,ok,,,auto
156,Çanakkale,Ayhan,Gider,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
157,Çanakkale,Rıdvan,Uz,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,,999.0,manual
158,Çankırı,Muhammet Emin,Akbaşoğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
159,Çankırı,Pelin,Yılık,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
160,Çorum,Yusuf,Ahlatçı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
161,Çorum,Oğuzhan,Kaya,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,la vita va come la dirigi nella tua mente,999.0,manual
162,Çorum,Mehmet,Tahtasız,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
163,Çorum,Vahit,Kayrıcı,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
164,Denizli,Cahit,Özkan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
165,Denizli,Şahin,Tin,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
166,Denizli,Nilgün,Ök,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
167,Denizli,Gülizar,Biçer Karaca,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
168,Denizli,Şeref,Arpacı,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
169,Denizli,Sema,Silkin Ün,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
170,Denizli,Yasin,Öztürk,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,"Beşiktaş Jimnastik Kulübü Kongre Üyesi, Beşiktaş Taraftarı",999.0,manual
171,Diyarbakır,Berdan,Öztürk,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,berdanozturk.bsky.social,Berdan Öztürk,no candidates,ok,Parlementerê Amedê yê Partîya DEM’ê /DEM Parti  Amed Milletvekili,9.0,auto
172,Diyarbakır,Halide,Türkoğlu,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,halide84.bsky.social,Halide Türkoğlu,no candidates,ok,"DEM Parti Kadın Meclisi Sözcüsü
Amed Milletvekili",9.0,auto
173,Diyarbakır,Osman Cengiz,Çandar,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
174,Diyarbakır,Adalet,Kaya,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,adaletkaya.bsky.social,Adalet Kaya,no candidates,ok,"DEM Parti Amed Milletvekili 
Tja Aktivisti",9.0,auto
175,Diyarbakır,Serhat,Eren,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
176,Diyarbakır,Sevilay,Çelenk Özen,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
177,Diyarbakır,Mehmet,Kamaç,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
178,Diyarbakır,Ceylan,Akça Cupolo,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
179,Diyarbakır,Mehmet Galip,Ensarioğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
180,Diyarbakır,Mehmet Sait,Yaz,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
181,Diyarbakır,Suna,Kepolu Ataman,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
182,Diyarbakır,Mustafa Sezgin,Tanrıkulu,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
183,Düzce,Ayşe,Keşir,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
184,Düzce,Ercan,Öztürk,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,kercanozturk.bsky.social,Ercan Öztürk,no candidates,ok,,9.0,auto
185,Düzce,Talih,Özcan,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
186,Edirne,Ediz,Ün,Bağımsız,,Cumhuriyet Halk Partisi,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
187,Edirne,Ahmet Baran,Yazgan,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
188,Edirne,Fatma,Aksal,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
189,Edirne,Mehmet,Akalın,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,"Su Tesisatı 🛠️🔧🪛
24
Evli 👩‍❤️‍👨",999.0,manual
190,Elazığ,Erol,Keleş,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
191,Elazığ,Ejder,Açıkkapı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
192,Elazığ,Mahmut Rıdvan,Nazırlı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
193,Elazığ,Gürsel,Erol,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
194,Elazığ,Semih,Işıkver,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
195,Erzincan,Süleyman,Karaman,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
196,Erzincan,Mustafa,Sarıgül,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,"Mustafa Sarıgül resmî hesabı değildir.
https://www.instagram.com/mustafasarigul_?igsh=c3RwMm9pZmZ4Ym8x
Istanbul, Turkey",999.0,manual
197,Erzurum,Selami,Altınok,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
198,Erzurum,Fatma,Öncü,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
199,Erzurum,Mehmet Emin,Öz,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,mehmeteminozs17.bsky.social,Mehmet Emin Özaslan,no candidates,ok,,9.0,auto
200,Erzurum,Abdurrahim,Fırat,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
201,Erzurum,Kamil,Aydın,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,kamilaydin.bsky.social,Kamil Aydın,no candidates,ok,"
“Herkes bir sığınak arar, oysa ben yalnızlığımı seviyorum.”",9.0,auto
202,Erzurum,Meral,Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,avmeraldanisbestas.bsky.social,Meral Danış Beştaş,score=6,ok,,,auto
203,Eskişehir,Utku,Çakırözer,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,score=6,manual,,999.0,manual
204,Eskişehir,Jale Nur,Süllü,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
205,Eskişehir,İbrahim,Arslan,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,score=13,manual,,999.0,manual
206,Eskişehir,Fatih,Dönmez,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,zigguheat.bsky.social,Fatih dönmez,no candidates,ok,,9.0,auto
207,Eskişehir,Ayşen,Gürcan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
208,Eskişehir,İdris Nebi,Hatipoğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,İYİ Parti,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
209,Gaziantep,Abdulhamit,Gül,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,abdulhamitgulen.bsky.social,Abdülhamit ,no candidates,ok,,7.0,auto
210,Gaziantep,Mehmet Eyup,Özkeçeci,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
211,Gaziantep,Ali,Şahin,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,low score=1,manual,İstanbul Üniversitesi - Sosyoloji \ Karabük Üniversitesi - Türk Dili ve Edebiyatı / Sözlük yazarı / Kızılbaş #Beşiktaş,999.0,manual
212,Gaziantep,Derya,Bakbak,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
213,Gaziantep,Mesut,Bozatlı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
214,Gaziantep,Şehzade,Demir,Hür Dava Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,İslamcı Kürt Siyaseti,nan,nan,no candidates,manual,,999.0,manual
215,Gaziantep,İrfan,Çelikaslan,Hür Dava Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,İslamcı Kürt Siyaseti,nan,nan,no candidates,manual,,999.0,manual
216,Gaziantep,Bünyamin,Bozgeyik,Hür Dava Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,İslamcı Kürt Siyaseti,nan,nan,no candidates,manual,,999.0,manual
217,Gaziantep,Hasan,Öztürkmen,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
218,Gaziantep,Melih,Meriç,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
219,Gaziantep,Ertuğrul,Kaya,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
220,Gaziantep,Sermet,Atay,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
221,Gaziantep,Mehmet Mustafa,Gürban,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,,999.0,manual
222,Gaziantep,Sevda,Karaca Demir,Emek Partisi,Emek ve Özgürlük İttifakı,Halkların Eşitlik ve Demokrasi Partisi,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
223,Giresun,Nazım,Elmas,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
224,Giresun,Ali,Temür,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
225,Giresun,Elvan,Işık Gezmiş,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
226,Giresun,Ertuğrul Gazi,Konal,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
227,Gümüşhane,Celalettin,Köse,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
